subject,condition,reaction_time,first_fixation,choice,mean_choice_by_condition
11,seven-one,1.815620000000024,seven,0,0.0
11,ten-four,2.3242200000000253,four,1,0.875
11,twelve-six,0.5426900000000501,six,1,1.0
11,seven-one,0.5699200000000246,seven,0,0.0
11,eight-two,0.5219399999999723,eight,0,0.125
11,twelve-six,0.6289899999999875,six,1,1.0
11,eleven-five,1.2666000000000395,eleven,0,0.375
11,nine-three,0.5288999999999646,nine,0,0.25
11,nine-three,0.4890699999999697,three,1,0.25
11,eleven-five,0.7279000000000337,five,1,0.375
11,twelve-six,1.2151499999999942,six,1,1.0
11,eight-two,0.609230000000025,eight,0,0.125
11,seven-one,0.5835900000000152,seven,0,0.0
11,twelve-six,0.7696000000000254,six,1,1.0
11,ten-four,0.6298800000000142,four,1,0.875
11,seven-one,0.5424499999999739,seven,0,0.0
11,eleven-five,0.5692999999999984,eleven,0,0.375
11,eight-two,0.6436099999999669,eight,0,0.125
11,ten-four,0.742650000000026,four,1,0.875
11,nine-three,0.6100199999999631,nine,0,0.25
11,nine-three,0.42200000000002547,nine,0,0.25
11,ten-four,1.801719999999932,ten,0,0.875
11,eight-two,0.48275999999998476,eight,0,0.125
11,eleven-five,0.6361699999999928,eleven,0,0.375
11,seven-one,0.5090300000000525,seven,0,0.0
11,ten-four,1.185699999999997,four,1,0.875
11,twelve-six,2.2501199999999244,six,1,1.0
11,seven-one,0.5896299999999428,seven,0,0.0
11,eight-two,0.5163799999999128,eight,0,0.125
11,twelve-six,0.5094000000000278,six,1,1.0
11,eleven-five,1.5678100000000086,five,1,0.375
11,nine-three,0.6549700000000485,nine,0,0.25
8,eight-two,1.100200000000001,eight,0,0.5
8,seven-one,1.989609999999999,seven,0,0.375
8,nine-three,0.6958099999999945,nine,0,0.75
8,eleven-five,0.6462499999999807,five,1,1.0
8,ten-four,0.5334499999999878,ten,0,0.0
8,ten-four,0.6632299999999987,ten,0,0.0
8,nine-three,0.7281099999999867,three,1,0.75
8,twelve-six,2.10163,six,1,1.0
8,seven-one,0.8572999999999809,seven,0,0.375
8,eight-two,0.727860000000021,eight,0,0.5
8,eleven-five,0.566519999999997,five,1,1.0
8,twelve-six,1.3583399999999983,six,1,1.0
8,twelve-six,0.954039999999992,six,1,1.0
8,eleven-five,1.5524800000000027,five,1,1.0
8,eight-two,0.53352000000001,two,1,0.5
8,seven-one,1.390810000000016,one,1,0.375
8,twelve-six,2.166550000000001,six,1,1.0
8,nine-three,0.8403299999999945,three,1,0.75
8,ten-four,0.646759999999972,ten,0,0.0
8,ten-four,1.0669599999999946,ten,0,0.0
8,eleven-five,0.43628000000001066,five,1,1.0
8,nine-three,0.6305600000000027,three,1,0.75
8,seven-one,0.9386900000000082,seven,0,0.375
8,eight-two,0.84078999999997,eight,0,0.5
8,eight-two,0.6301900000000273,eight,0,0.5
8,seven-one,1.6492599999999698,one,1,0.375
8,nine-three,0.8078899999999862,nine,0,0.75
8,eleven-five,0.67971,five,1,1.0
8,ten-four,1.1483499999999935,ten,0,0.0
8,ten-four,1.4225799999999822,ten,0,0.0
8,nine-three,0.5657600000000116,three,1,0.75
8,twelve-six,0.5821799999999939,six,1,1.0
8,seven-one,1.7299800000000118,seven,0,0.375
8,eight-two,0.5660699999999679,two,1,0.5
8,eleven-five,0.6145399999999768,five,1,1.0
8,twelve-six,1.1161500000000046,six,1,1.0
8,twelve-six,0.6628100000000359,six,1,1.0
8,eleven-five,0.9381099999999947,five,1,1.0
8,eight-two,0.663659999999993,two,1,0.5
8,seven-one,0.5338399999999979,one,1,0.375
8,twelve-six,1.3905599999999936,six,1,1.0
8,nine-three,0.6473300000000108,three,1,0.75
8,ten-four,0.6469700000000103,ten,0,0.0
8,ten-four,0.8412200000000212,ten,0,0.0
8,eleven-five,1.1807799999999702,five,1,1.0
8,nine-three,2.588739999999973,three,1,0.75
8,seven-one,0.9859299999999962,seven,0,0.375
8,eight-two,0.9049400000000105,two,1,0.5
16,nine-three,0.7600099999999657,nine,0,0.0
16,eight-two,0.4208899999998721,eight,0,0.25
16,ten-four,0.7602600000000166,ten,0,0.5
16,seven-one,0.9865700000000288,one,1,0.25
16,eight-two,1.9575199999999313,two,1,0.25
16,twelve-six,0.7438999999999396,six,1,0.875
16,ten-four,1.5529800000003888,four,1,0.5
16,seven-one,0.9863299999997253,one,1,0.25
16,twelve-six,1.5043899999996029,six,1,0.875
16,eleven-five,0.9545899999998255,five,1,0.875
16,nine-three,1.0190400000001318,nine,0,0.0
16,eleven-five,1.035399999999754,five,1,0.875
16,eleven-five,0.9216300000002775,five,1,0.875
16,nine-three,1.342779999999948,nine,0,0.0
16,eleven-five,0.7441400000002432,five,1,0.875
16,twelve-six,1.0998500000000604,six,1,0.875
16,seven-one,0.7927199999999175,seven,0,0.25
16,ten-four,0.7116700000001401,ten,0,0.5
16,twelve-six,0.9377500000000509,six,1,0.875
16,eight-two,0.9540999999999258,eight,0,0.25
16,seven-one,3.169679999999971,seven,0,0.25
16,ten-four,0.6469699999997829,four,1,0.5
16,eight-two,0.5983900000001086,eight,0,0.25
16,nine-three,2.054450000000088,nine,0,0.0
16,nine-three,0.7605000000003201,nine,0,0.0
16,eight-two,0.98633000000018,eight,0,0.25
16,ten-four,0.7436499999998887,four,1,0.5
16,seven-one,0.8732899999999972,seven,0,0.25
